7193.36,4086.85,86.9412,-92.464,0.145257,8585.04,7193.36,4086.85,86.9412,-92.464,0.145257,8585.04
5776.63,3170.3,52,-92.2664,0.142067,8715.27,5776.63,3170.3,52,-92.2664,0.142067,8715.27
5336.27,2976.76,105.21,-92.637,0.146222,8873.35,5336.27,2976.76,105.21,-92.637,0.146222,8873.35
5760.76,3075.15,87.4478,-91.7637,0.147214,8929.23,5760.76,3075.15,87.4478,-91.7637,0.147214,8929.23
5638.09,3106.43,53.1515,-91.6346,0.146819,8869.31,5638.09,3106.43,53.1515,-91.6346,0.146819,8869.31
4971.76,2674.15,115.579,-91.934,0.154682,8447.72,4971.76,2674.15,115.579,-91.934,0.154682,8447.72
5379.6,2893.46,70.4355,-95.3236,0.146818,8281.25,5379.6,2893.46,70.4355,-95.3236,0.146818,8281.25
5661.15,3101.59,101.224,-93.071,0.160277,8431.71,5661.15,3101.59,101.224,-93.071,0.160277,8431.71
5976.42,3369.72,91.0845,-93.7545,0.151055,9327.21,5976.42,3369.72,91.0845,-93.7545,0.151055,9327.21
6397.32,3484.63,49.9189,-93.1157,0.145849,8323.27,6397.32,3484.63,49.9189,-93.1157,0.145849,8323.27
5551.61,3054.36,92.4848,-95.0363,0.144696,9152.14,5551.61,3054.36,92.4848,-95.0363,0.144696,9152.14
4633.2,2495.63,93.6182,-97.1433,0.169019,9621.36,4633.2,2495.63,93.6182,-97.1433,0.169019,9621.36
5269.99,2830.74,85.3871,-95.0407,0.152837,8763.99,5269.99,2830.74,85.3871,-95.0407,0.152837,8763.99
5321.83,2945.19,83.1613,-93.5296,0.161305,8655.5,5321.83,2945.19,83.1613,-93.5296,0.161305,8655.5
5166.64,2835.55,56.0164,-93.0516,0.163837,9322.64,5166.64,2835.55,56.0164,-93.0516,0.163837,9322.64
5784.71,3087.16,84.6269,-93.2785,0.167052,10312.3,5784.71,3087.16,84.6269,-93.2785,0.167052,10312.3
5567.22,2937.6,53.3125,-93.7153,0.159077,8484.38,5567.22,2937.6,53.3125,-93.7153,0.159077,8484.38
5740.95,3094.96,84.0448,-93.1181,0.161272,9238.94,5740.95,3094.96,84.0448,-93.1181,0.161272,9238.94
5092.5,2612.47,52.1356,-93.406,0.16627,9240.65,5092.5,2612.47,52.1356,-93.406,0.16627,9240.65
5570.57,2960.18,81.3385,-93.6784,0.160387,10372.9,5570.57,2960.18,81.3385,-93.6784,0.160387,10372.9
5669.17,2989.19,53.303,-93.2235,0.157046,9494.23,5669.17,2989.19,53.303,-93.2235,0.157046,9494.23
5574.99,2934.09,94.0909,-94.0839,0.153146,9230.5,5574.99,2934.09,94.0909,-94.0839,0.153146,9230.5
5139.29,2963.02,84.6613,-94.0909,0.155201,11039.3,5139.29,2963.02,84.6613,-94.0909,0.155201,11039.3
4779.63,2648.73,93.5088,-93.6876,0.157903,9309.16,4779.63,2648.73,93.5088,-93.6876,0.157903,9309.16
4566.39,2548.13,84.4545,-93.8797,0.161593,9302.24,4566.39,2548.13,84.4545,-93.8797,0.161593,9302.24
4724.21,2570.08,89.0536,-93.5827,0.153131,9189.66,4724.21,2570.08,89.0536,-93.5827,0.153131,9189.66
5350.87,2932.15,45.6984,-92.9584,0.146151,8539.09,5350.87,2932.15,45.6984,-92.9584,0.146151,8539.09
4141.13,2082.18,108.021,-94.3035,0.15814,9137,4141.13,2082.18,108.021,-94.3035,0.15814,9137
4919.64,2591.97,75.8772,-95.6587,0.166179,8810.65,4919.64,2591.97,75.8772,-95.6587,0.166179,8810.65
4363.74,2463.28,102.075,-94.4622,0.160705,11019.1,4363.74,2463.28,102.075,-94.4622,0.160705,11019.1
4806.98,2461.94,60.7679,-100.127,0.159877,9340.68,4806.98,2461.94,60.7679,-100.127,0.159877,9340.68
5101.78,2551.06,46.9333,-98.7861,0.159279,9106.74,5101.78,2551.06,46.9333,-98.7861,0.159279,9106.74
